Umbrella Cell Type,Specific Cell Type,Brain Region,Gene Symbol (Human),Gene Symbol (Mouse),Species,Age,Statistical Criterion,Specificity,Comparison,Platform,Citation,Tag,CellType_Primary
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",SDSL,Sdsl,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",SESN1,Sesn3,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",SKIDA1,Skida1,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",SLC12A9,Slc12a9,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",SLC13A3,Slc13a3,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",SLC18B1,Slc18b1,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",SLC1A4,Slc1a4,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",SLC25A20,Slc25a20,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",SLC25A36,Slc25a33,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",SLC26A6,Slc26a6,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",SLC27A4,Slc27a1,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",SLC30A10,Slc30a10,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",SLC36A1,Slc36a2,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",SLC46A1,Slc46a1,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",SLC6A1,Slc6a11,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",SLC7A1,Slc7a11,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",SLITRK3,Slitrk2,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",SNORD42B,Snord42b,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",SNTA1,Snta1,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",SPIRE1,Spire1,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",SPRY2,Spry2,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",SPRY4,Spry4,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",FGR,Src,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",STARD6,Stard6,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",SYCP2,Sycp2,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",TFCP2,Tfcp2l1,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",THBS1,Thbs4,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",LBR,Tm7sf2,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",TMEM129,Tmem129,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",TMEM136,Tmem136,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",TMEM218,Tmem218,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",TMIE,Tmie,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",TPRKB,Tprkb,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",TRPS1,Trps1,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",TTYH1,Ttyh1,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",BLOC1S5-TXNDC5,Txndc5,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",UBIAD1,Ubiad1,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",UAP1,Ugp2,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",USP31,Usp43,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",USP22,Usp51,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",UTP14A,Utp14b,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",WASF3,Wasf3,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",XPR1,Xpr1,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",ZDHHC18,Zdhhc18,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",ZNF219,Zfp219,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",ZNF532,Zfp687,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",ZMPSTE24,Zmpste24,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",ZNRF3,Znrf3,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Mural,All,"S1 Cortex, CA1 Hippocampus",C12orf75,1500009l16rik,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Mural_All_Zeisel_Science_2015,Mural
Mural,All,"S1 Cortex, CA1 Hippocampus",NA,1700120c14rik,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Mural_All_Zeisel_Science_2015,Mural
Mural,All,"S1 Cortex, CA1 Hippocampus",ACCSL,Accs,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Mural_All_Zeisel_Science_2015,Mural
Mural,All,"S1 Cortex, CA1 Hippocampus",ACTG1,Acta2,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Mural_All_Zeisel_Science_2015,Mural
Mural,All,"S1 Cortex, CA1 Hippocampus",ADAMTS1,Adamts15,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Mural_All_Zeisel_Science_2015,Mural
Mural,All,"S1 Cortex, CA1 Hippocampus",ADAMTS10,Adamts16,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Mural_All_Zeisel_Science_2015,Mural
Mural,All,"S1 Cortex, CA1 Hippocampus",ADAMTS1,Adamts8,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Mural_All_Zeisel_Science_2015,Mural
Mural,All,"S1 Cortex, CA1 Hippocampus",ADAMTSL3,Adamtsl1,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Mural_All_Zeisel_Science_2015,Mural
Mural,All,"S1 Cortex, CA1 Hippocampus",ADCY1,Adcy6,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Mural_All_Zeisel_Science_2015,Mural
Mural,All,"S1 Cortex, CA1 Hippocampus",AIRN,Airn,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Mural_All_Zeisel_Science_2015,Mural
Mural,All,"S1 Cortex, CA1 Hippocampus",AMIGO2,Amigo2,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Mural_All_Zeisel_Science_2015,Mural
Mural,All,"S1 Cortex, CA1 Hippocampus",ANO3,Ano1,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Mural_All_Zeisel_Science_2015,Mural
Mural,All,"S1 Cortex, CA1 Hippocampus",AOC2,Aoc3,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Mural_All_Zeisel_Science_2015,Mural
Mural,All,"S1 Cortex, CA1 Hippocampus",ARGLU1,Arglu1,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Mural_All_Zeisel_Science_2015,Mural
Mural,All,"S1 Cortex, CA1 Hippocampus",ARHGAP26,Arhgap10,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Mural_All_Zeisel_Science_2015,Mural
Mural,All,"S1 Cortex, CA1 Hippocampus",ARHGEF6,Arhgef7,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Mural_All_Zeisel_Science_2015,Mural
Mural,All,"S1 Cortex, CA1 Hippocampus",ARID3A,Arid3b,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Mural_All_Zeisel_Science_2015,Mural
Mural,All,"S1 Cortex, CA1 Hippocampus",ASB2,Asb2,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Mural_All_Zeisel_Science_2015,Mural
Mural,All,"S1 Cortex, CA1 Hippocampus",NA,Aw011738,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Mural_All_Zeisel_Science_2015,Mural
Mural,All,"S1 Cortex, CA1 Hippocampus",NA,Bc053749,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Mural_All_Zeisel_Science_2015,Mural
Mural,All,"S1 Cortex, CA1 Hippocampus",BEND3,Bend3,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Mural_All_Zeisel_Science_2015,Mural
Mural,All,"S1 Cortex, CA1 Hippocampus",ASPN,Bgn,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Mural_All_Zeisel_Science_2015,Mural
Mural,All,"S1 Cortex, CA1 Hippocampus",BMP5,Bmp5,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Mural_All_Zeisel_Science_2015,Mural
Mural,All,"S1 Cortex, CA1 Hippocampus",C1QTNF2,C1qtnf7,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Mural_All_Zeisel_Science_2015,Mural
Mural,All,"S1 Cortex, CA1 Hippocampus",C1R,C1rb,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Mural_All_Zeisel_Science_2015,Mural
Mural,All,"S1 Cortex, CA1 Hippocampus",NA,C1s,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Mural_All_Zeisel_Science_2015,Mural
Mural,All,"S1 Cortex, CA1 Hippocampus",NA,C230081a13rik,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Mural_All_Zeisel_Science_2015,Mural
Mural,All,"S1 Cortex, CA1 Hippocampus",CAPN15,Capn15,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Mural_All_Zeisel_Science_2015,Mural
Mural,All,"S1 Cortex, CA1 Hippocampus",CES5A,Ces5a,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Mural_All_Zeisel_Science_2015,Mural
Mural,All,"S1 Cortex, CA1 Hippocampus",CNN3,Cnn1,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Mural_All_Zeisel_Science_2015,Mural
Mural,All,"S1 Cortex, CA1 Hippocampus",COG7,Cog7,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Mural_All_Zeisel_Science_2015,Mural
Mural,All,"S1 Cortex, CA1 Hippocampus",COL15A1,Col18a1,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Mural_All_Zeisel_Science_2015,Mural
Mural,All,"S1 Cortex, CA1 Hippocampus",CRIP1,Crip1,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Mural_All_Zeisel_Science_2015,Mural
Mural,All,"S1 Cortex, CA1 Hippocampus",CRISPLD1,Crispld2,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Mural_All_Zeisel_Science_2015,Mural
Mural,All,"S1 Cortex, CA1 Hippocampus",CRTC3,Crtc3,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Mural_All_Zeisel_Science_2015,Mural
Mural,All,"S1 Cortex, CA1 Hippocampus",CTNNA2,Ctnna3,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Mural_All_Zeisel_Science_2015,Mural
Mural,All,"S1 Cortex, CA1 Hippocampus",DES,Des,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Mural_All_Zeisel_Science_2015,Mural
Mural,All,"S1 Cortex, CA1 Hippocampus",DNAH8,Dnah8,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Mural_All_Zeisel_Science_2015,Mural
Mural,All,"S1 Cortex, CA1 Hippocampus",DOK5,Dok6,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Mural_All_Zeisel_Science_2015,Mural
Mural,All,"S1 Cortex, CA1 Hippocampus",DSTN,Dstn,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Mural_All_Zeisel_Science_2015,Mural
Mural,All,"S1 Cortex, CA1 Hippocampus",EIF4E3,Eif4e3,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Mural_All_Zeisel_Science_2015,Mural
Mural,All,"S1 Cortex, CA1 Hippocampus",EMILIN1,Emilin1,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Mural_All_Zeisel_Science_2015,Mural
Mural,All,"S1 Cortex, CA1 Hippocampus",ABHD11,Ephx3,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Mural_All_Zeisel_Science_2015,Mural
Mural,All,"S1 Cortex, CA1 Hippocampus",ERRFI1,Errfi1,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Mural_All_Zeisel_Science_2015,Mural
Mural,All,"S1 Cortex, CA1 Hippocampus",ESPL1,Espl1,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Mural_All_Zeisel_Science_2015,Mural
Mural,All,"S1 Cortex, CA1 Hippocampus",FBXL22,Fbxl22,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Mural_All_Zeisel_Science_2015,Mural
Mural,All,"S1 Cortex, CA1 Hippocampus",FGL2,Fgl2,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Mural_All_Zeisel_Science_2015,Mural
Mural,All,"S1 Cortex, CA1 Hippocampus",FILIP1L,Filip1l,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Mural_All_Zeisel_Science_2015,Mural
Mural,All,"S1 Cortex, CA1 Hippocampus",FLNB,Flna,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Mural_All_Zeisel_Science_2015,Mural
Mural,All,"S1 Cortex, CA1 Hippocampus",FOXS1,Foxs1,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Mural_All_Zeisel_Science_2015,Mural
Mural,All,"S1 Cortex, CA1 Hippocampus",FRK,Frk,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Mural_All_Zeisel_Science_2015,Mural
Mural,All,"S1 Cortex, CA1 Hippocampus",FSTL1,Fstl1,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Mural_All_Zeisel_Science_2015,Mural
Mural,All,"S1 Cortex, CA1 Hippocampus",FZD8,Fzd5,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Mural_All_Zeisel_Science_2015,Mural
Mural,All,"S1 Cortex, CA1 Hippocampus",GBP7,Gbp6,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Mural_All_Zeisel_Science_2015,Mural
Mural,All,"S1 Cortex, CA1 Hippocampus",NA,Gm12216,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Mural_All_Zeisel_Science_2015,Mural
Mural,All,"S1 Cortex, CA1 Hippocampus",C11orf96,Gm13889,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Mural_All_Zeisel_Science_2015,Mural
Mural,All,"S1 Cortex, CA1 Hippocampus",NA,Gm16845,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Mural_All_Zeisel_Science_2015,Mural
Mural,All,"S1 Cortex, CA1 Hippocampus",NA,Gm19705,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Mural_All_Zeisel_Science_2015,Mural
Mural,All,"S1 Cortex, CA1 Hippocampus",NA,Gm5077,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Mural_All_Zeisel_Science_2015,Mural
Mural,All,"S1 Cortex, CA1 Hippocampus",GPR20,Gpr20,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Mural_All_Zeisel_Science_2015,Mural
Mural,All,"S1 Cortex, CA1 Hippocampus",GUCD1,Gucd1,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Mural_All_Zeisel_Science_2015,Mural
